Fecha,Magnitud,Profundidad,Ubicación,Latitud,Longitud,Tipo,Estatus,Tsunami,Alerta,Significancia,Tipo de Origen,Fuente
1544118739956,2.6,41.3,"2 km W of Point MacKenzie, Alaska",61.3576,-150.0189,earthquake,reviewed,0,,104,,ak
1544115201281,3.1,45.7,"6 km SSE of Big Lake, Alaska",61.4689,-149.9046,earthquake,reviewed,0,,149,,ak
1544115190134,2.9,42.5,"5 km SE of Big Lake, Alaska",61.4805,-149.8883,earthquake,reviewed,0,,129,,ak
1544106487233,3.5,48.0,Southern Alaska,61.3966,-150.0096,earthquake,reviewed,0,,199,,ak
1544104162832,2.5,46.4,"7 km SSE of Big Lake, Alaska",61.4658,-149.8914,earthquake,reviewed,0,,96,,ak
1544102194128,2.9,98.2,"64 km ENE of Pedro Bay, Alaska",59.9556,-153.0132,earthquake,reviewed,0,,129,,ak
1544095255596,2.7,42.0,"8 km NE of Point MacKenzie, Alaska",61.4231,-149.8817,earthquake,reviewed,0,,112,,ak
1544092575081,2.9,46.8,"7 km SSE of Big Lake, Alaska",61.4605,-149.9204,earthquake,reviewed,0,,130,,ak
1544089369051,2.6,39.2,"4 km SE of Big Lake, Alaska",61.4914,-149.8906,earthquake,reviewed,0,,104,,ak
1544085094934,2.6,42.6,"2 km SE of Big Lake, Alaska",61.5042,-149.9252,earthquake,reviewed,0,,104,,ak
1544081574820,4.0,44.3,"4 km NNW of Point MacKenzie, Alaska",61.3972,-149.9957,earthquake,reviewed,0,green,269,,ak
1544079447309,2.8,39.5,"7 km NNW of Point MacKenzie, Alaska",61.4192,-150.0304,earthquake,reviewed,0,,121,,ak
1544074124242,2.6,41.4,"1 km E of Point MacKenzie, Alaska",61.3584,-149.9496,earthquake,reviewed,0,,104,,ak
1544072315748,3.2,47.7,"8 km WSW of Knik, Alaska",61.4223,-149.8725,earthquake,reviewed,0,,175,,ak
1544071766300,2.7,37.4,"7 km S of Big Lake, Alaska",61.4578,-149.9455,earthquake,reviewed,0,,112,,ak
1544068087107,2.5,25.9,"8 km S of Big Lake, Alaska",61.4477,-149.9355,earthquake,reviewed,0,,96,,ak
1544065477191,2.6,39.3,"1 km SSE of Big Lake, Alaska",61.5057,-149.9372,earthquake,reviewed,0,,104,,ak
1544064536575,2.5,25.0,"4 km NNE of Point MacKenzie, Alaska",61.3989,-149.9565,earthquake,reviewed,0,,96,,ak
1544063539336,2.7,161.6,"2 km WSW of Crown Point, Alaska",60.4158,-149.4013,earthquake,automatic,0,,112,,ak
1544062955893,3.0,40.4,Southern Alaska,61.447,-149.9182,earthquake,reviewed,0,,138,,ak
1544062782209,3.3,47.8,"8 km SE of Point MacKenzie, Alaska",61.3121,-149.8563,earthquake,reviewed,0,,174,,ak
1544058010370,2.6,38.6,"4 km S of Big Lake, Alaska",61.4846,-149.945,earthquake,reviewed,0,,104,,ak
1544057855850,2.5,119.4,"57 km SW of Skwentna, Alaska",61.6562,-152.2382,earthquake,reviewed,0,,96,,ak
1544050910474,2.5,32.4,"5 km WNW of Point MacKenzie, Alaska",61.384,-150.0592,earthquake,reviewed,0,,97,,ak
1544039966047,2.8,67.2,"39 km S of Skwentna, Alaska",61.6374,-151.3374,earthquake,reviewed,0,,121,,ak
1544035298172,3.8,28.2,"49 km SSE of Nelchina, Alaska",61.5712,-146.4728,earthquake,reviewed,0,,222,,ak
1544033452417,2.7,39.4,"4 km NNW of Point MacKenzie, Alaska",61.3951,-150.0169,earthquake,reviewed,0,,113,,ak
1544025878418,3.3,41.9,"5 km SW of Point MacKenzie, Alaska",61.3253,-150.0417,earthquake,reviewed,0,,206,,ak
1544025257541,2.5,29.7,"5 km WNW of Point MacKenzie, Alaska",61.3777,-150.0727,earthquake,reviewed,0,,96,,ak
1544024292682,2.8,39.4,"8 km NNW of Anchorage, Alaska",61.2846,-149.9566,earthquake,reviewed,0,,132,,ak
1544021856746,2.5,37.0,"5 km WSW of Point MacKenzie, Alaska",61.3421,-150.0746,earthquake,reviewed,0,,110,,ak
1544020898448,2.5,70.5,"71 km NW of Aleneva, Alaska",58.5335,-153.7216,earthquake,reviewed,0,,96,,ak
1544015699721,2.9,37.2,"4 km SE of Big Lake, Alaska",61.4892,-149.9011,earthquake,reviewed,0,,137,,ak
1544014432914,2.5,37.5,"5 km NNW of Anchorage, Alaska",61.262,-149.9233,earthquake,reviewed,0,,96,,ak
1544014124228,4.5,41.8,"5 km SW of Point MacKenzie, Alaska",61.3227,-150.0534,earthquake,reviewed,1,green,465,,ak
1544012029778,2.5,36.7,"4 km S of Big Lake, Alaska",61.4809,-149.969,earthquake,reviewed,0,,96,,ak
1544008741372,2.8,32.3,"4 km WNW of Point MacKenzie, Alaska",61.3759,-150.0581,earthquake,reviewed,0,,121,,ak
1544008131965,2.9,41.0,"4 km SE of Big Lake, Alaska",61.4878,-149.9055,earthquake,reviewed,0,,129,,ak
1544006937732,3.3,31.8,"7 km SSE of Big Lake, Alaska",61.462,-149.9104,earthquake,reviewed,0,,168,,ak
1544006617216,2.5,31.7,"6 km SW of Point MacKenzie, Alaska",61.3199,-150.0563,earthquake,reviewed,0,,96,,ak
1544006040771,3.4,34.9,Southern Alaska,61.3198,-150.0495,earthquake,reviewed,0,,195,,ak
1544003946246,2.5,40.6,"4 km SE of Big Lake, Alaska",61.4911,-149.904,earthquake,reviewed,0,,96,,ak
1544002706367,2.5,37.3,"4 km S of Big Lake, Alaska",61.4812,-149.9466,earthquake,reviewed,0,,96,,ak
1544000443502,3.1,39.1,"6 km S of Big Lake, Alaska",61.4662,-149.9397,earthquake,reviewed,0,,149,,ak
1544000428525,2.5,38.8,"9 km SSE of Big Lake, Alaska",61.439,-149.9172,earthquake,reviewed,0,,96,,ak
1543998683572,2.5,37.9,"1 km NW of Point MacKenzie, Alaska",61.3691,-149.997,earthquake,reviewed,0,,96,,ak
1543992431760,2.5,28.8,"5 km W of Point MacKenzie, Alaska",61.3687,-150.0744,earthquake,reviewed,0,,96,,ak
1543992181243,2.6,30.2,"8 km S of Big Lake, Alaska",61.443,-149.9464,earthquake,reviewed,0,,104,,ak
1543990400940,3.1,35.8,"6 km SSE of Big Lake, Alaska",61.4686,-149.9024,earthquake,reviewed,0,,150,,ak
1543990111606,2.6,34.4,"2 km WSW of Point MacKenzie, Alaska",61.3488,-150.0148,earthquake,reviewed,0,,104,,ak
1543987547084,2.5,39.3,Southern Alaska,61.3537,-149.9953,earthquake,reviewed,0,,96,,ak
1543977648143,2.5,30.4,"6 km SSE of Big Lake, Alaska",61.4661,-149.9218,earthquake,reviewed,0,,96,,ak
1543975169873,2.5,38.6,"3 km SE of Big Lake, Alaska",61.5011,-149.9054,earthquake,reviewed,0,,96,,ak
1543974410331,3.2,36.0,"2 km SE of Big Lake, Alaska",61.5083,-149.9177,earthquake,reviewed,0,,158,,ak
1543970760213,3.8,36.5,"5 km SSW of Point MacKenzie, Alaska",61.3185,-150.0336,earthquake,reviewed,0,,235,,ak
1543968175296,3.1,41.2,"5 km SSE of Big Lake, Alaska",61.4779,-149.9056,earthquake,reviewed,0,,149,,ak
1543966523752,2.8,32.6,"5 km NNE of Point MacKenzie, Alaska",61.4021,-149.9419,earthquake,reviewed,0,,121,,ak
1543965021580,2.8,31.7,"5 km SE of Big Lake, Alaska",61.4783,-149.8939,earthquake,reviewed,0,,121,,ak
1543963761487,2.7,15.6,"41 km WNW of Tatitlek, Alaska",61.0444,-147.3538,earthquake,automatic,0,,112,,ak
1543963742174,3.1,37.4,"6 km SW of Big Lake, Alaska",61.4782,-150.024,earthquake,reviewed,0,,148,,ak
1543963728343,3.0,38.3,"6 km NW of Point MacKenzie, Alaska",61.4001,-150.0535,earthquake,reviewed,0,,138,,ak
1543961340979,2.7,39.2,"4 km S of Big Lake, Alaska",61.4819,-149.9485,earthquake,reviewed,0,,112,,ak
1543958703956,2.5,36.8,"1 km ESE of Big Lake, Alaska",61.5173,-149.9331,earthquake,reviewed,0,,96,,ak
1543956377809,2.5,79.6,"4 km NE of Skwentna, Alaska",62.0221,-151.342,earthquake,reviewed,0,,96,,ak
1543953577942,3.0,39.9,"4 km S of Big Lake, Alaska",61.4784,-149.9387,earthquake,reviewed,0,,140,,ak
1543952004375,2.7,39.6,"5 km NW of Point MacKenzie, Alaska",61.3964,-150.0534,earthquake,reviewed,0,,113,,ak
1543945038382,3.5,36.3,"5 km SSW of Big Lake, Alaska",61.4772,-149.9764,earthquake,reviewed,0,,193,,ak
1543943745701,3.1,29.1,"6 km N of Point MacKenzie, Alaska",61.4148,-149.9581,earthquake,reviewed,0,,155,,ak
1543941879484,2.8,36.4,"6 km SSW of Point MacKenzie, Alaska",61.3018,-150.0048,earthquake,reviewed,0,,121,,ak
1543940956847,2.5,37.8,"9 km WSW of Knik, Alaska",61.4319,-149.8914,earthquake,reviewed,0,,96,,ak
1543939602778,2.8,34.7,"5 km NW of Point MacKenzie, Alaska",61.3884,-150.057,earthquake,reviewed,0,,121,,ak
1543939482921,2.8,35.1,"7 km NW of Point MacKenzie, Alaska",61.4113,-150.0793,earthquake,reviewed,0,,121,,ak
1543939349695,4.5,38.3,"6 km NW of Point MacKenzie, Alaska",61.3941,-150.0763,earthquake,reviewed,1,green,461,,ak
1543934443164,3.5,44.8,"5 km SSE of Big Lake, Alaska",61.4785,-149.9257,earthquake,reviewed,0,,203,,ak
1543933962330,2.6,35.2,"8 km NNW of Point MacKenzie, Alaska",61.4297,-150.0264,earthquake,reviewed,0,,104,,ak
1543933740296,2.7,30.0,"4 km N of Point MacKenzie, Alaska",61.3978,-149.9725,earthquake,reviewed,0,,112,,ak
1543932361607,2.7,31.0,"4 km W of Point MacKenzie, Alaska",61.3605,-150.0706,earthquake,reviewed,0,,112,,ak
1543926820688,3.1,40.5,"6 km NNW of Anchorage, Alaska",61.2674,-149.9597,earthquake,reviewed,0,,149,,ak
1543926744014,2.5,34.9,"4 km WNW of Point MacKenzie, Alaska",61.3697,-150.053,earthquake,reviewed,0,,96,,ak
1543926024894,3.0,41.7,"7 km S of Big Lake, Alaska",61.4526,-149.9569,earthquake,reviewed,0,,139,,ak
1543925320958,2.9,39.9,"6 km S of Big Lake, Alaska",61.4601,-149.9691,earthquake,reviewed,0,,129,,ak
1543921246695,2.5,37.1,"4 km NNW of Point MacKenzie, Alaska",61.3948,-150.0247,earthquake,reviewed,0,,96,,ak
1543915654027,3.2,40.0,"4 km W of Point MacKenzie, Alaska",61.3631,-150.0616,earthquake,reviewed,0,,177,,ak
1543912153126,3.8,40.6,"4 km SE of Big Lake, Alaska",61.4895,-149.8971,earthquake,reviewed,0,green,253,,ak
1543900274363,2.7,36.5,"4 km W of Point MacKenzie, Alaska",61.3565,-150.0534,earthquake,reviewed,0,,112,,ak
1543897353964,2.7,37.9,"5 km W of Point MacKenzie, Alaska",61.3667,-150.0713,earthquake,reviewed,0,,112,,ak
1543895868910,2.5,45.5,"5 km SSW of Big Lake, Alaska",61.4732,-149.9891,earthquake,reviewed,0,,96,,ak
1543890809294,3.0,41.6,"2 km WNW of Point MacKenzie, Alaska",61.3658,-150.0167,earthquake,reviewed,0,,139,,ak
1543876061531,2.7,41.3,Southern Alaska,61.3856,-150.0485,earthquake,reviewed,0,,112,,ak
1543875654548,2.7,45.2,"3 km N of Point MacKenzie, Alaska",61.3878,-149.986,earthquake,reviewed,0,,112,,ak
1543869666691,3.3,43.1,"4 km SSE of Big Lake, Alaska",61.4872,-149.9161,earthquake,reviewed,0,,168,,ak
1543869598531,3.5,45.0,"5 km N of Point MacKenzie, Alaska",61.4127,-149.9631,earthquake,reviewed,0,,196,,ak
1543869540638,2.6,38.7,"5 km WNW of Point MacKenzie, Alaska",61.3775,-150.0668,earthquake,reviewed,0,,104,,ak
1543869010832,2.9,43.5,"4 km NNE of Point MacKenzie, Alaska",61.3996,-149.9578,earthquake,reviewed,0,,129,,ak
1543868555393,3.4,38.4,"4 km SSE of Point MacKenzie, Alaska",61.3176,-149.9531,earthquake,reviewed,0,,180,,ak
1543865271650,3.5,44.9,"6 km SSE of Big Lake, Alaska",61.4643,-149.9106,earthquake,reviewed,0,,193,,ak
1543865038616,2.9,45.8,"1 km WSW of Knik, Alaska",61.4507,-149.7546,earthquake,reviewed,0,,129,,ak
1543864810038,2.7,45.6,"4 km NW of Point MacKenzie, Alaska",61.3902,-150.0272,earthquake,reviewed,0,,112,,ak
1543864706093,2.9,39.3,"2 km WNW of Knik, Alaska",61.4685,-149.774,earthquake,reviewed,0,,130,,ak
1543862713717,2.7,43.6,"3 km W of Point MacKenzie, Alaska",61.3567,-150.05,earthquake,reviewed,0,,112,,ak
1543862479834,2.5,43.3,"5 km N of Point MacKenzie, Alaska",61.4107,-149.9646,earthquake,reviewed,0,,96,,ak
1543861364911,3.1,43.3,"3 km SE of Big Lake, Alaska",61.497,-149.9129,earthquake,reviewed,0,,148,,ak
1543860164366,2.7,44.1,"4 km SSE of Big Lake, Alaska",61.4877,-149.9079,earthquake,reviewed,0,,112,,ak
1543860149737,2.6,47.2,"1 km ESE of Big Lake, Alaska",61.5167,-149.9197,earthquake,reviewed,0,,104,,ak
1543859641610,2.5,42.9,"3 km SE of Big Lake, Alaska",61.4948,-149.9113,earthquake,reviewed,0,,96,,ak
1543858901714,2.7,35.8,"7 km W of Knik, Alaska",61.4464,-149.8768,earthquake,reviewed,0,,112,,ak
1543848772246,3.1,46.1,"3 km NNE of Point MacKenzie, Alaska",61.3947,-149.9618,earthquake,reviewed,0,,149,,ak
1543840229840,2.9,40.0,"7 km NE of Point MacKenzie, Alaska",61.4153,-149.8983,earthquake,reviewed,0,,129,,ak
1543840172077,2.5,42.1,"2 km SSE of Big Lake, Alaska",61.5016,-149.9427,earthquake,reviewed,0,,96,,ak
1543839739013,2.6,45.5,"6 km NNE of Point MacKenzie, Alaska",61.4125,-149.9485,earthquake,reviewed,0,,104,,ak
1543839538610,3.8,44.0,"7 km NNE of Point MacKenzie, Alaska",61.4236,-149.9418,earthquake,reviewed,0,,225,,ak
1543839523202,2.9,44.5,"4 km NW of Anchorage, Alaska",61.246,-149.9718,earthquake,reviewed,0,,131,,ak
1543837588519,2.6,1.4,"8 km NW of Big Lake, Alaska",61.5658,-150.0814,earthquake,automatic,0,,104,,ak
1543836199410,2.6,43.9,"3 km NW of Point MacKenzie, Alaska",61.382,-150.0274,earthquake,reviewed,0,,104,,ak
1543833035168,3.4,45.2,Southern Alaska,61.4651,-149.9423,earthquake,reviewed,0,,189,,ak
1543830989935,2.8,46.0,"5 km N of Anchorage, Alaska",61.2686,-149.9001,earthquake,reviewed,0,,121,,ak
1543828863927,2.6,45.9,"12 km WNW of Fox River, Alaska",59.9196,-151.1509,earthquake,reviewed,0,,104,,ak
1543823685326,2.5,44.3,"2 km NNE of Point MacKenzie, Alaska",61.3797,-149.9698,earthquake,reviewed,0,,96,,ak
1543822846089,3.1,40.1,"1 km WSW of Point MacKenzie, Alaska",61.3554,-150.0141,earthquake,reviewed,0,,149,,ak
1543819932261,3.5,42.9,"9 km NNW of Point MacKenzie, Alaska",61.4321,-150.0643,earthquake,reviewed,0,,189,,ak
1543819861702,3.5,44.3,"1 km E of Point MacKenzie, Alaska",61.3576,-149.9469,earthquake,reviewed,0,,215,,ak
1543818045319,2.7,39.8,"6 km NNW of Point MacKenzie, Alaska",61.4176,-150.0236,earthquake,reviewed,0,,112,,ak
1543814485818,2.5,39.4,"2 km SE of Big Lake, Alaska",61.5077,-149.9122,earthquake,reviewed,0,,96,,ak
1543813232260,2.6,41.0,"5 km SE of Big Lake, Alaska",61.4894,-149.885,earthquake,reviewed,0,,104,,ak
1543811330970,2.9,42.2,"4 km SE of Big Lake, Alaska",61.4963,-149.8891,earthquake,reviewed,0,,129,,ak
1543811319392,2.9,46.8,"4 km S of Big Lake, Alaska",61.485,-149.9495,earthquake,reviewed,0,,130,,ak
1543809775029,2.7,38.2,"5 km SSE of Big Lake, Alaska",61.4713,-149.9242,earthquake,reviewed,0,,112,,ak
1543809556101,2.9,38.8,"3 km SE of Big Lake, Alaska",61.4979,-149.9064,earthquake,reviewed,0,,130,,ak
1543806729436,2.5,40.8,"2 km W of Point MacKenzie, Alaska",61.3557,-150.0303,earthquake,reviewed,0,,96,,ak
1543806714263,2.5,42.4,"6 km NW of Point MacKenzie, Alaska",61.4009,-150.0537,earthquake,reviewed,0,,96,,ak
1543806417770,3.3,48.7,"5 km ESE of Point MacKenzie, Alaska",61.346,-149.8755,earthquake,reviewed,0,,168,,ak
1543804535432,3.9,48.6,"7 km SSE of Big Lake, Alaska",61.4654,-149.8945,earthquake,reviewed,0,green,259,,ak
1543804206160,3.1,39.1,"6 km NNW of Point MacKenzie, Alaska",61.4097,-150.0253,earthquake,reviewed,0,,148,,ak
1543804106265,3.0,44.3,"6 km NNW of Anchorage, Alaska",61.2767,-149.9395,earthquake,reviewed,0,,138,,ak
1543802437491,2.5,44.9,"2 km SSE of Big Lake, Alaska",61.5012,-149.9396,earthquake,reviewed,0,,96,,ak
1543800229416,2.5,37.8,"5 km WNW of Point MacKenzie, Alaska",61.3771,-150.0768,earthquake,reviewed,0,,96,,ak
1543796428686,2.7,37.0,"4 km SSW of Big Lake, Alaska",61.4834,-149.9764,earthquake,reviewed,0,,112,,ak
1543793863478,2.5,34.5,"2 km SE of Big Lake, Alaska",61.5081,-149.9137,earthquake,reviewed,0,,96,,ak
1543793503532,2.8,36.7,"0 km WSW of Point MacKenzie, Alaska",61.3556,-149.9936,earthquake,reviewed,0,,121,,ak
1543792633400,2.8,34.9,"10 km SW of Big Lake, Alaska",61.4485,-150.0813,earthquake,reviewed,0,,121,,ak
1543791043701,3.0,41.2,"9 km SSE of Big Lake, Alaska",61.4416,-149.9177,earthquake,reviewed,0,,138,,ak
1543790420007,3.3,38.9,"4 km S of Big Lake, Alaska",61.4803,-149.9458,earthquake,reviewed,0,,168,,ak
1543789708731,2.7,45.3,"7 km NNE of Point MacKenzie, Alaska",61.4148,-149.9098,earthquake,reviewed,0,,112,,ak
1543789514580,3.4,42.3,"5 km NE of Point MacKenzie, Alaska",61.3953,-149.899,earthquake,reviewed,0,,187,,ak
1543789506647,3.3,39.8,"5 km WNW of Point MacKenzie, Alaska",61.3836,-150.0759,earthquake,reviewed,0,,168,,ak
1543788133562,3.1,36.6,"5 km WNW of Point MacKenzie, Alaska",61.378,-150.07,earthquake,reviewed,0,,149,,ak
1543782455133,2.5,35.4,"3 km SE of Big Lake, Alaska",61.4987,-149.9116,earthquake,reviewed,0,,97,,ak
1543779256927,3.4,40.4,"8 km S of Big Lake, Alaska",61.4459,-149.9377,earthquake,reviewed,0,,181,,ak
1543779033376,2.6,39.8,"5 km NW of Point MacKenzie, Alaska",61.3987,-150.0403,earthquake,reviewed,0,,104,,ak
1543778300821,2.5,37.3,"5 km SSE of Big Lake, Alaska",61.4709,-149.926,earthquake,reviewed,0,,96,,ak
1543775218137,3.2,39.0,"4 km S of Big Lake, Alaska",61.4851,-149.9518,earthquake,reviewed,0,,159,,ak
1543775098458,2.6,29.2,"8 km NW of Point MacKenzie, Alaska",61.4125,-150.1057,earthquake,reviewed,0,,104,,ak
1543773568855,2.9,41.0,"8 km S of Big Lake, Alaska",61.4456,-149.9772,earthquake,reviewed,0,,131,,ak
1543771019968,2.8,42.1,"7 km S of Big Lake, Alaska",61.4504,-149.9622,earthquake,reviewed,0,,121,,ak
1543767880555,3.1,43.2,"5 km NNW of Anchorage, Alaska",61.2651,-149.949,earthquake,reviewed,0,,152,,ak
1543767200800,2.9,38.1,"4 km SSE of Big Lake, Alaska",61.4844,-149.9033,earthquake,reviewed,0,,129,,ak
1543766301499,2.5,29.1,"7 km W of Knik, Alaska",61.4448,-149.8692,earthquake,reviewed,0,,96,,ak
1543764803165,2.7,44.9,"1 km N of Point MacKenzie, Alaska",61.3756,-149.9726,earthquake,reviewed,0,,112,,ak
1543764272649,2.6,42.4,"5 km S of Big Lake, Alaska",61.4741,-149.946,earthquake,reviewed,0,,104,,ak
1543761766639,3.0,40.5,"3 km SE of Big Lake, Alaska",61.5006,-149.8985,earthquake,reviewed,0,,138,,ak
1543761436960,2.5,38.7,"9 km SSW of Big Lake, Alaska",61.446,-150.0172,earthquake,reviewed,0,,96,,ak
1543760282832,3.7,50.7,"8 km NE of Point MacKenzie, Alaska",61.4131,-149.8748,earthquake,reviewed,0,,219,,ak
1543757910165,3.1,41.3,"7 km N of Point MacKenzie, Alaska",61.4265,-150.0056,earthquake,reviewed,0,,148,,ak
1543757183190,2.9,43.7,"1 km N of Point MacKenzie, Alaska",61.3755,-149.9727,earthquake,reviewed,0,,129,,ak
1543753354314,2.7,23.5,"26 km ENE of Sterling, Alaska",60.6662,-150.3499,earthquake,automatic,0,,112,,ak
1543749577881,2.8,41.6,"7 km SSE of Big Lake, Alaska",61.4565,-149.9207,earthquake,reviewed,0,,121,,ak
1543749229734,3.0,43.9,"4 km SE of Big Lake, Alaska",61.4873,-149.9037,earthquake,reviewed,0,,139,,ak
1543748292604,2.5,38.3,"5 km S of Big Lake, Alaska",61.4722,-149.9507,earthquake,reviewed,0,,96,,ak
1543747889155,2.7,37.5,"6 km NNE of Point MacKenzie, Alaska",61.4165,-149.9355,earthquake,reviewed,0,,112,,ak
1543747854295,2.5,41.7,"6 km NW of Point MacKenzie, Alaska",61.4048,-150.0678,earthquake,reviewed,0,,96,,ak
1543746479356,2.7,38.2,"3 km SSW of Point MacKenzie, Alaska",61.331,-150.0132,earthquake,reviewed,0,,112,,ak
1543742006457,2.9,46.0,"6 km S of Big Lake, Alaska",61.4656,-149.9525,earthquake,reviewed,0,,130,,ak
1543740723326,2.8,40.7,"5 km SSE of Big Lake, Alaska",61.4802,-149.9125,earthquake,reviewed,0,,121,,ak
1543736994358,2.7,38.2,"9 km SW of Big Lake, Alaska",61.4586,-150.0642,earthquake,reviewed,0,,112,,ak
1543736192948,2.6,32.2,"2 km S of Big Lake, Alaska",61.4978,-149.952,earthquake,reviewed,0,,104,,ak
1543736176657,2.6,38.8,"2 km SE of Big Lake, Alaska",61.5041,-149.9227,earthquake,reviewed,0,,104,,ak
1543735924775,2.6,42.1,"2 km E of Point MacKenzie, Alaska",61.3608,-149.9376,earthquake,reviewed,0,,104,,ak
1543735448015,2.6,40.7,"5 km W of Point MacKenzie, Alaska",61.3547,-150.075,earthquake,reviewed,0,,104,,ak
1543735282875,2.8,40.2,"6 km WNW of Point MacKenzie, Alaska",61.3891,-150.0733,earthquake,reviewed,0,,121,,ak
1543734615608,2.5,38.3,"4 km WNW of Point MacKenzie, Alaska",61.3802,-150.0596,earthquake,reviewed,0,,96,,ak
1543734125347,2.5,35.2,"6 km WNW of Point MacKenzie, Alaska",61.3866,-150.0912,earthquake,reviewed,0,,96,,ak
1543733429846,2.6,42.5,"5 km S of Big Lake, Alaska",61.4742,-149.9453,earthquake,reviewed,0,,104,,ak
1543733360454,2.5,37.9,"8 km WSW of Knik, Alaska",61.4416,-149.8938,earthquake,reviewed,0,,96,,ak
1543731213676,2.7,34.8,"6 km SW of Point MacKenzie, Alaska",61.3269,-150.0766,earthquake,reviewed,0,,112,,ak
1543728863741,2.9,35.8,"7 km NE of Point MacKenzie, Alaska",61.4168,-149.891,earthquake,reviewed,0,,131,,ak
1543728436936,2.5,38.2,"9 km NNE of Point MacKenzie, Alaska",61.4364,-149.9174,earthquake,reviewed,0,,96,,ak
1543726335253,4.5,51.7,"5 km SE of Point MacKenzie, Alaska",61.3253,-149.9008,earthquake,reviewed,1,green,412,,ak
1543725522250,2.7,31.4,"3 km SSE of Big Lake, Alaska",61.4939,-149.9219,earthquake,reviewed,0,,113,,ak
1543725505031,2.8,51.4,"79 km ENE of Chase, Alaska",62.6307,-148.6079,earthquake,automatic,0,,121,,ak
1543721986785,2.7,38.1,"4 km WNW of Point MacKenzie, Alaska",61.3746,-150.0567,earthquake,reviewed,0,,114,,ak
1543719866097,3.4,49.5,"3 km E of Point MacKenzie, Alaska",61.3563,-149.9203,earthquake,reviewed,0,,187,,ak
1543719436171,2.6,45.9,"7 km NW of Knik-Fairview, Alaska",61.5543,-149.7185,earthquake,reviewed,0,,104,,ak
1543718176478,2.6,35.9,"7 km NW of Point MacKenzie, Alaska",61.4038,-150.0775,earthquake,reviewed,0,,104,,ak
1543717471006,2.6,36.9,"8 km WNW of Point MacKenzie, Alaska",61.3936,-150.1111,earthquake,reviewed,0,,104,,ak
1543716694332,3.0,35.1,"7 km NW of Point MacKenzie, Alaska",61.4156,-150.0593,earthquake,reviewed,0,,140,,ak
1543715576029,3.0,38.4,"6 km SE of Point MacKenzie, Alaska",61.3224,-149.8934,earthquake,reviewed,0,,138,,ak
1543715322668,2.8,47.1,"4 km NW of Point MacKenzie, Alaska",61.3853,-150.0494,earthquake,reviewed,0,,121,,ak
1543714174527,3.3,42.3,"6 km SSE of Big Lake, Alaska",61.4654,-149.9066,earthquake,reviewed,0,,175,,ak
1543712644936,2.7,35.4,"2 km WSW of Point MacKenzie, Alaska",61.3469,-150.0262,earthquake,reviewed,0,,112,,ak
1543711413967,2.5,30.3,"5 km SSE of Big Lake, Alaska",61.4772,-149.9339,earthquake,reviewed,0,,96,,ak
1543710760432,2.5,43.2,"3 km WNW of Point MacKenzie, Alaska",61.3761,-150.0386,earthquake,reviewed,0,,96,,ak
1543709492627,2.5,30.8,"8 km SW of Meadow Lakes, Alaska",61.5702,-149.7007,earthquake,reviewed,0,,96,,ak
1543709037492,3.0,49.8,"3 km ESE of Point MacKenzie, Alaska",61.3469,-149.9123,earthquake,reviewed,0,,138,,ak
1543708776386,2.9,36.7,"1 km SSW of Point MacKenzie, Alaska",61.3459,-149.9842,earthquake,reviewed,0,,129,,ak
1543708433588,3.1,35.6,"5 km S of Big Lake, Alaska",61.4725,-149.9411,earthquake,reviewed,0,,151,,ak
1543707977915,2.7,32.4,"6 km WNW of Point MacKenzie, Alaska",61.3733,-150.0966,earthquake,reviewed,0,,112,,ak
1543706661258,2.7,37.7,"8 km SSW of Big Lake, Alaska",61.4506,-149.987,earthquake,reviewed,0,,112,,ak
1543706496705,2.5,0.0,"26 km NNE of Point Possession, Alaska",61.1527,-150.5361,earthquake,automatic,0,,96,,ak
1543704375611,2.6,30.0,"3 km S of Big Lake, Alaska",61.4936,-149.9485,earthquake,reviewed,0,,104,,ak
1543704326836,2.5,34.9,"4 km NW of Point MacKenzie, Alaska",61.3872,-150.0502,earthquake,reviewed,0,,96,,ak
1543704122543,3.8,36.6,"3 km SW of Point MacKenzie, Alaska",61.3374,-150.0215,earthquake,reviewed,0,,233,,ak
1543702634108,3.3,35.8,"6 km W of Point MacKenzie, Alaska",61.3567,-150.1023,earthquake,reviewed,0,,169,,ak
1543701494105,2.8,34.3,"3 km SW of Point MacKenzie, Alaska",61.3423,-150.031,earthquake,reviewed,0,,121,,ak
1543697010601,2.7,29.7,"8 km S of Big Lake, Alaska",61.4477,-149.9257,earthquake,reviewed,0,,112,,ak
1543696762764,3.1,37.6,"3 km SSE of Big Lake, Alaska",61.4885,-149.9273,earthquake,reviewed,0,,148,,ak
1543695013497,2.7,25.2,"8 km N of Point MacKenzie, Alaska",61.4311,-149.9528,earthquake,reviewed,0,,112,,ak
1543692036581,2.5,23.9,Southern Alaska,61.4108,-150.0053,earthquake,reviewed,0,,96,,ak
1543691119637,2.8,44.2,"1 km ESE of Point MacKenzie, Alaska",61.3535,-149.9468,earthquake,reviewed,0,,122,,ak
1543690881604,2.7,36.1,"6 km NW of Point MacKenzie, Alaska",61.3991,-150.0577,earthquake,reviewed,0,,112,,ak
1543690840423,2.7,33.7,"3 km S of Big Lake, Alaska",61.4922,-149.9456,earthquake,reviewed,0,,112,,ak
